,date,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price
7683,2015-04-29,4,1960,10559,2.0,0,0,4,0,1955,0,98133,47.7494,-122.337,415000
7684,2014-08-12,4,2190,9020,2.0,0,0,3,0,1978,0,98032,47.3742,-122.284,320000
7685,2014-11-26,3,1690,4102,2.0,0,0,3,0,2003,0,98038,47.3552,-122.015,295000
7686,2014-05-27,5,2330,10750,1.0,0,0,4,1140,1962,0,98028,47.7325,-122.245,389000
7687,2014-08-21,3,1470,27000,1.0,0,0,3,0,1958,0,98198,47.3943,-122.311,299900
7688,2015-04-15,3,2550,5349,2.0,0,0,3,0,2004,0,98038,47.3504,-122.026,394000
7689,2015-02-02,4,2130,5500,1.5,0,0,5,0,1939,0,98033,47.6807,-122.199,762000
7690,2014-06-13,4,3650,48351,1.5,0,0,4,0,1978,0,98077,47.7632,-122.089,697000
7691,2015-03-30,3,3340,70131,2.0,0,0,3,920,1994,0,98022,47.2666,-122.015,485000
7692,2014-10-08,2,800,5600,1.0,0,0,5,0,1955,0,98056,47.4959,-122.172,189900
7693,2015-01-05,3,3470,9610,3.0,1,4,3,0,1989,2000,98034,47.7205,-122.26,2150000
7694,2014-11-18,3,1030,6969,1.0,0,0,4,0,1921,0,98108,47.5492,-122.3,345000
7695,2014-07-29,3,1630,7800,1.0,0,0,5,0,1950,0,98125,47.7326,-122.307,376500
7696,2014-10-24,3,2010,7017,2.0,0,3,3,0,1951,1988,98115,47.6828,-122.267,775000
7697,2014-10-16,3,1360,3737,1.5,0,0,4,0,1910,0,98107,47.6751,-122.362,450000
7698,2014-12-10,4,2040,8315,1.0,0,0,4,560,1958,0,98177,47.7077,-122.371,760000
7699,2014-10-07,4,2830,10954,2.0,0,0,3,0,2003,0,98065,47.5396,-121.882,569000
7700,2014-09-17,3,2040,6750,1.0,0,0,3,760,1950,0,98117,47.7013,-122.369,500000
7701,2014-12-11,2,1340,5350,1.5,0,0,3,0,1941,0,98199,47.6384,-122.403,592500
7702,2015-03-04,4,2130,9139,2.0,0,0,3,0,1988,0,98029,47.5648,-122.01,620000
7703,2014-05-15,5,3920,16258,2.0,0,0,3,1020,1990,0,98004,47.5871,-122.192,1000000
7704,2015-03-19,3,2415,2186,2.0,0,1,3,0,1981,0,98033,47.6506,-122.202,815000
7705,2015-03-23,5,3750,12077,2.0,0,4,3,0,2005,0,98038,47.3525,-122.002,775000
7706,2014-07-16,3,1010,7500,1.0,0,0,4,0,1975,0,98074,47.6169,-122.062,340000
7707,2014-09-15,2,990,5850,1.0,0,0,4,0,1942,0,98125,47.7132,-122.321,458000
7708,2014-09-17,2,1200,5773,2.0,0,0,3,0,1985,0,98055,47.4723,-122.19,250000
7709,2014-10-09,2,1060,16988,1.0,0,0,3,0,1954,0,98058,47.4305,-122.157,151600
7710,2014-05-27,4,3200,6473,2.0,0,0,3,0,2005,0,98059,47.5012,-122.15,515000
7711,2015-03-27,2,1810,10360,1.0,0,0,3,800,1946,0,98178,47.5039,-122.266,216000
7712,2015-03-09,3,1670,24650,1.0,0,0,4,0,1974,0,98022,47.1764,-122.026,245000
7713,2014-06-25,3,1850,16960,1.0,0,2,4,0,1953,0,98177,47.7128,-122.365,645000
7714,2014-09-03,3,1100,5000,1.0,0,0,3,0,1960,0,98118,47.5433,-122.283,249900
7715,2014-07-09,3,1660,6250,1.0,0,0,3,830,1980,0,98116,47.5859,-122.385,410000
7716,2015-03-13,6,2400,7500,1.5,0,0,3,1000,1975,0,98155,47.7661,-122.313,499000
7717,2014-05-29,5,2900,12160,1.0,0,0,4,1010,1967,0,98005,47.6154,-122.168,790000
7718,2014-05-20,1,2140,10350,1.0,0,0,3,670,1976,0,98072,47.7352,-122.17,458000
7719,2014-08-05,4,2670,5100,2.0,0,0,3,730,1929,2010,98117,47.6768,-122.39,925000
7720,2014-06-25,3,1090,3264,1.0,0,0,4,0,1969,0,98092,47.3155,-122.182,152000
7721,2014-09-23,3,1970,12205,2.0,0,0,4,0,1990,0,98011,47.7397,-122.209,402000
7722,2015-03-26,2,1250,1178,2.0,0,0,3,270,1996,0,98136,47.5426,-122.387,340000
7723,2015-03-26,4,4040,11350,2.0,0,2,4,350,1984,0,98006,47.559,-122.162,1250000
7724,2014-11-17,4,3220,38448,2.0,0,0,3,0,1993,0,98053,47.6854,-122.053,775000
7725,2015-03-19,2,1310,2814,1.0,0,0,3,500,1944,0,98126,47.5185,-122.376,299800
7726,2014-09-08,4,2060,8400,1.0,0,0,3,760,1960,0,98178,47.4984,-122.23,340000
7727,2014-05-02,3,1750,1572,2.5,0,0,3,280,2005,0,98102,47.6498,-122.321,626000
7728,2014-10-07,2,1150,9186,1.0,0,0,3,0,1946,0,98168,47.5081,-122.33,324950
7729,2015-02-23,3,2050,4976,2.0,0,0,3,0,1994,0,98029,47.5689,-121.995,535500
7730,2014-09-05,3,3230,7639,2.0,0,0,3,0,1999,0,98074,47.6338,-122.063,817500
7731,2014-08-12,4,4170,4322,2.0,0,0,3,1230,2005,0,98074,47.6136,-122.041,810000
7732,2015-04-08,5,1940,3430,1.5,0,0,4,720,1926,0,98117,47.6853,-122.362,565000
7733,2014-11-25,3,2390,4000,1.5,0,0,3,700,1936,0,98105,47.6604,-122.28,978000
7734,2015-01-12,3,1440,27505,1.0,0,0,3,0,1951,0,98177,47.7553,-122.37,530000
7735,2014-10-07,4,2230,6487,2.0,0,0,3,0,2003,0,98092,47.3287,-122.169,305000
7736,2014-06-09,3,1210,1420,3.0,0,0,3,0,2008,0,98103,47.6977,-122.349,345000
7737,2015-02-19,2,750,6553,1.5,0,2,3,0,1945,0,98178,47.4982,-122.221,258000
7738,2015-03-30,4,1770,7345,1.5,0,0,3,0,1966,0,98106,47.5393,-122.351,275000
7739,2015-03-24,3,1020,55756,1.0,0,0,3,0,1961,0,98042,47.3836,-122.082,310000
7740,2014-06-03,3,2050,9000,1.0,0,0,4,0,1951,0,98040,47.5885,-122.245,713250
7741,2015-05-08,3,2000,21780,1.0,0,0,3,520,1978,0,98074,47.6064,-122.039,500000
7742,2014-09-11,3,2180,7200,1.0,0,3,4,1090,1954,0,98178,47.5044,-122.235,472000
7743,2014-07-11,3,920,4429,1.0,0,0,3,0,1952,0,98118,47.5369,-122.291,250000
7744,2014-10-02,4,3440,14237,2.0,0,0,3,0,1982,0,98077,47.7241,-122.065,725000
7745,2014-06-29,3,1610,15005,1.0,0,0,4,0,1986,0,98014,47.6886,-121.911,345000
7746,2015-01-15,3,1870,15685,1.0,0,0,3,400,1936,0,98133,47.723,-122.353,460000
7747,2014-06-02,2,1110,6800,1.0,0,0,5,110,1947,0,98133,47.7184,-122.355,440150
7748,2014-11-04,3,2200,8036,1.0,0,0,3,930,1978,0,98011,47.7763,-122.209,390000
7749,2015-05-04,2,790,5120,1.0,0,0,3,0,1950,0,98136,47.557,-122.395,375000
7750,2014-12-11,3,1630,9282,1.0,0,0,4,0,1963,0,98022,47.2021,-122.002,224950
7751,2014-08-29,3,2100,67269,1.0,0,0,4,880,1949,0,98028,47.7592,-122.23,480000
7752,2015-03-26,4,2690,5400,2.0,0,0,3,480,1940,2009,98117,47.6963,-122.367,721000
7753,2014-08-26,2,600,4854,1.0,0,0,5,0,1922,0,98168,47.4927,-122.28,174000
7754,2014-11-19,2,810,9882,1.0,0,0,3,0,1944,0,98178,47.4925,-122.239,170000
7755,2015-01-15,3,1660,3190,1.5,0,0,3,0,1919,0,98109,47.6368,-122.351,658000
7756,2015-03-27,3,1880,8494,1.0,0,0,4,680,1968,0,98004,47.6217,-122.192,860000
7757,2014-06-18,4,2310,68824,2.0,0,0,4,0,1968,0,98010,47.3354,-122.031,407450
7758,2015-01-30,4,2650,34000,2.0,0,0,4,0,1930,0,98028,47.7516,-122.237,615000
7759,2015-04-07,4,3130,12381,2.0,0,0,3,0,1995,0,98006,47.5599,-122.118,920000
7760,2014-07-10,2,860,10400,1.0,0,0,4,0,1983,0,98042,47.3682,-122.096,195000
7761,2014-07-18,3,990,9950,1.0,0,0,5,0,1961,0,98056,47.5104,-122.171,269950
7762,2015-01-19,4,4030,1024068,2.0,0,0,3,0,2006,0,98045,47.4619,-121.744,855000
7763,2014-09-10,3,1780,1429,3.0,0,0,3,210,2007,0,98109,47.6413,-122.346,620000
7764,2014-12-09,2,1480,6075,1.0,0,0,5,740,1919,0,98118,47.5317,-122.276,276000
7765,2014-08-06,3,1140,5258,1.5,0,0,3,0,1911,0,98146,47.5122,-122.383,329000
7766,2014-10-07,3,1230,7500,1.0,0,0,3,0,1962,0,98198,47.4202,-122.331,270000
7767,2014-11-13,4,3080,10646,2.0,0,0,3,0,1993,0,98042,47.3828,-122.148,440000
7768,2014-10-03,4,1990,8034,2.0,0,0,4,0,1989,0,98029,47.561,-122.018,639000
7769,2014-10-10,1,700,5621,1.0,0,0,4,0,1945,0,98133,47.734,-122.353,403500
7770,2014-10-01,3,1700,1156,2.0,0,2,3,380,2002,0,98119,47.6373,-122.369,585000
7771,2014-08-26,2,860,9000,1.0,0,0,4,0,1942,0,98168,47.4801,-122.315,216000
7772,2014-09-11,3,3160,24437,1.0,0,3,3,1000,1991,0,98006,47.5531,-122.131,1150000
7773,2015-04-16,3,2500,30056,1.0,0,0,5,660,1954,0,98166,47.4468,-122.337,575000
7774,2014-11-14,4,3000,9460,2.0,0,0,3,0,2001,0,98031,47.3959,-122.211,430000
7775,2015-03-24,2,1670,8195,1.0,0,0,3,0,1954,1975,98033,47.6627,-122.192,660000
7776,2015-04-13,2,690,6400,1.0,0,0,3,0,1943,0,98126,47.5287,-122.367,338000
7777,2014-05-29,4,1240,3867,1.0,0,0,3,440,1987,0,98125,47.7157,-122.284,400000
7778,2015-02-20,2,900,5000,1.0,0,0,5,0,1930,1990,98022,47.2008,-121.995,210000
7779,2014-05-22,4,2200,8100,1.5,0,0,5,800,1942,0,98168,47.4945,-122.303,305000
7780,2014-08-20,2,960,223898,1.0,0,0,3,0,1985,0,98014,47.6668,-121.892,365000
7781,2014-06-29,5,2130,6222,1.0,0,0,3,830,1991,0,98118,47.5272,-122.276,325000
7782,2014-12-10,4,2020,8800,1.0,0,0,4,0,1969,0,98023,47.3202,-122.384,245000
7783,2014-09-26,3,1060,7350,1.0,0,0,4,0,1959,0,98032,47.3809,-122.287,182000
7784,2014-06-03,2,1230,6600,1.0,0,0,3,100,1906,0,98118,47.5573,-122.282,440000
7785,2014-07-31,3,2510,12013,2.0,0,0,3,0,1988,0,98003,47.3473,-122.314,225000
7786,2015-01-14,3,2510,12013,2.0,0,0,3,0,1988,0,98003,47.3473,-122.314,358000
7787,2014-12-02,5,2720,5000,1.5,0,0,4,1190,1939,0,98117,47.6827,-122.376,580000
7788,2015-04-22,3,1070,8886,1.0,0,0,4,0,1984,0,98030,47.3516,-122.166,240000
7789,2015-04-13,4,3580,43093,1.0,0,0,4,0,1990,0,98024,47.5595,-121.901,700000
7790,2014-07-29,4,2230,8500,2.0,0,0,3,0,1994,0,98022,47.2082,-122.009,325000
7791,2014-11-14,4,2500,10890,1.0,0,0,5,700,1978,0,98034,47.7318,-122.239,488000
7792,2014-09-10,4,1670,4600,1.5,0,0,5,0,1906,0,98103,47.6838,-122.332,875000
7793,2014-06-02,4,2150,9070,2.0,0,0,4,0,1985,0,98052,47.7279,-122.107,615000
7794,2014-11-20,3,2020,4183,2.0,0,0,3,0,2012,0,98038,47.3658,-122.017,321000
7795,2014-06-02,3,2230,5750,2.0,0,0,3,0,2003,0,98033,47.6938,-122.213,1040000
7796,2015-04-24,2,740,6300,1.0,0,0,3,0,1942,0,98126,47.5158,-122.376,299500
7797,2015-04-14,4,2020,9583,2.0,0,0,4,0,1963,0,98034,47.7283,-122.238,459000
7798,2014-09-12,3,1730,4065,2.0,0,0,3,0,1996,0,98029,47.5668,-122.005,435000
7799,2014-10-10,3,1370,8280,1.0,0,0,4,0,1980,0,98031,47.4096,-122.172,222000
7800,2014-10-27,4,1210,6380,1.5,0,0,3,0,1936,0,98115,47.6924,-122.321,485000
7801,2015-04-29,5,2160,2323,3.0,0,0,3,0,2007,0,98107,47.6726,-122.39,750000
7802,2014-12-22,3,1550,6022,2.0,0,0,3,0,1989,0,98003,47.3525,-122.304,266000
7803,2014-06-02,2,1170,6000,1.0,0,0,4,200,1941,0,98103,47.6994,-122.354,455000
7804,2015-05-08,3,2020,215622,2.0,0,0,4,0,1975,0,98070,47.4189,-122.499,490000
7805,2015-04-30,3,1740,8625,1.0,0,0,4,500,1978,0,98023,47.3054,-122.38,280000
7806,2014-08-05,4,3100,3900,2.0,0,2,5,1010,1923,0,98109,47.6385,-122.348,1450000
7807,2014-12-17,4,1590,24330,1.5,0,0,3,450,1942,0,98168,47.4906,-122.309,291000
7808,2015-04-17,5,2400,10126,2.0,0,3,3,0,1981,0,98126,47.5726,-122.373,745000
7809,2014-08-07,3,2290,9142,1.0,0,0,3,0,1972,0,98117,47.691,-122.387,685900
7810,2014-08-01,3,1610,7392,1.0,0,0,4,0,1964,0,98001,47.3413,-122.28,160000
7811,2015-04-29,4,2240,9934,1.0,0,0,4,750,1968,0,98005,47.6147,-122.166,650000
7812,2015-02-19,2,850,6370,1.0,0,0,3,0,1951,0,98126,47.5198,-122.373,250000
7813,2015-02-18,2,920,1458,2.0,0,0,3,0,1995,0,98133,47.7081,-122.342,265000
7814,2014-11-05,5,2590,6180,1.0,0,0,3,1260,1960,0,98118,47.551,-122.272,599000
7815,2014-11-05,3,1340,7260,1.5,0,0,3,0,1944,0,98178,47.4934,-122.237,199950
7816,2015-04-28,4,2420,11201,1.0,0,1,3,1000,1948,1999,98118,47.5459,-122.265,712500
7817,2014-10-22,2,1420,4305,1.0,0,0,4,500,1941,0,98115,47.6864,-122.311,490000
7818,2014-06-20,4,1360,6000,1.5,0,0,3,0,1917,0,98115,47.6854,-122.288,511500
7819,2015-03-19,3,1510,6200,1.0,0,0,3,500,1955,0,98118,47.5293,-122.274,299000
7820,2014-08-14,4,2650,25248,1.0,0,2,3,320,1954,0,98177,47.7537,-122.373,685000
7821,2014-08-25,4,2120,4000,1.5,0,0,4,400,1927,0,98117,47.688,-122.383,597000
7822,2014-09-08,3,1200,7200,1.0,0,0,3,0,1977,0,98030,47.3746,-122.183,210000
7823,2014-05-30,4,3190,11375,1.0,0,0,5,980,1946,0,98125,47.704,-122.3,659000
7824,2014-06-04,3,1050,4160,1.0,0,0,4,0,1925,0,98115,47.6756,-122.3,540000
7825,2015-03-30,3,1300,22605,1.0,0,0,3,0,1998,0,98056,47.5337,-122.187,469000
7826,2015-04-30,3,3970,263538,1.5,0,0,3,0,1991,0,98024,47.6067,-121.952,1070000
7827,2014-07-14,5,2990,7500,1.0,0,2,3,1190,1972,0,98177,47.7707,-122.369,575000
7828,2014-07-31,4,2440,7042,1.5,0,2,4,800,1941,0,98116,47.5731,-122.408,725000
7829,2014-09-17,4,1170,5400,1.0,0,0,5,0,1953,0,98056,47.492,-122.172,299950
7830,2015-04-21,4,2270,18450,1.0,0,0,3,0,1961,0,98001,47.3264,-122.262,375000
7831,2014-11-18,3,1280,5525,1.0,0,0,3,0,1962,0,98133,47.7339,-122.336,342450
7832,2014-10-29,4,1950,3225,2.0,0,0,3,0,2002,0,98178,47.5014,-122.226,315000
7833,2014-12-22,4,1930,3840,1.0,0,0,3,760,1997,0,98106,47.5303,-122.346,328000
7834,2014-05-09,4,1970,7213,1.0,0,0,3,800,1977,0,98058,47.4424,-122.126,323000
7835,2014-10-22,4,1820,3120,1.0,0,0,3,820,1997,0,98118,47.5468,-122.274,320000
7836,2014-12-29,2,950,4080,1.0,0,0,4,0,1924,0,98117,47.6765,-122.384,550000
7837,2014-11-21,6,4010,16200,1.0,0,0,3,1920,1955,1990,98004,47.6322,-122.216,1650000
7838,2014-05-20,4,4560,16643,1.0,0,3,3,2330,1995,0,98006,47.5521,-122.115,1210000
7839,2014-08-27,4,4560,16643,1.0,0,3,3,2330,1995,0,98006,47.5521,-122.115,1200000
7840,2015-01-21,3,1150,8924,1.0,0,0,3,0,1943,0,98030,47.3865,-122.217,120000
7841,2015-04-30,3,1150,8924,1.0,0,0,3,0,1943,0,98030,47.3865,-122.217,175000
7842,2014-09-16,3,910,5800,1.5,0,0,4,0,1900,0,98022,47.2068,-121.992,169900
7843,2014-08-11,6,2890,7500,1.0,0,0,4,1060,1976,0,98034,47.7099,-122.23,508000
7844,2014-12-11,2,1070,6678,1.0,0,0,4,0,1951,0,98133,47.7315,-122.357,335000
7845,2014-09-10,3,2050,3320,1.5,0,0,4,470,1927,0,98105,47.6719,-122.301,613200
7846,2014-05-07,2,1040,3500,1.5,0,0,4,0,1904,0,98144,47.588,-122.304,420000
7847,2014-08-25,4,3320,8587,3.0,0,0,3,370,2008,0,98103,47.691,-122.337,1000000
7848,2014-06-17,2,740,6180,1.0,0,0,3,0,1948,0,98118,47.5517,-122.272,342000
7849,2014-07-23,4,3380,90968,1.0,0,0,4,1690,1979,0,98075,47.5936,-122.077,850000
7850,2014-12-18,2,1210,4141,1.0,0,0,4,300,1942,0,98117,47.686,-122.382,582000
7851,2014-10-31,3,2480,6031,2.0,0,0,3,0,2001,0,98155,47.772,-122.297,475000
7852,2014-05-05,3,2010,6000,1.0,0,0,3,680,1975,0,98052,47.6912,-122.115,570000
7853,2015-03-24,4,3230,5000,1.5,0,0,4,1480,1916,0,98105,47.6702,-122.3,826600
7854,2014-10-21,2,1170,1394,2.0,0,0,3,0,2001,0,98122,47.6131,-122.297,387000
7855,2014-05-21,3,1250,9126,1.0,0,0,3,0,1969,0,98077,47.7554,-122.076,330000
7856,2014-07-25,3,2070,49658,1.0,0,0,4,530,1980,0,98075,47.5936,-122.013,653450
7857,2014-09-11,2,1050,3088,1.0,0,0,3,0,2005,0,98029,47.5471,-121.996,285000
7858,2014-08-14,3,1400,7800,1.0,0,0,3,0,1962,0,98059,47.4789,-122.159,217000
7859,2015-02-23,3,1120,12500,1.0,0,0,4,0,1977,0,98033,47.6842,-122.2,615000
7860,2014-06-03,4,3150,5886,2.0,0,0,3,0,2014,0,98059,47.4787,-122.122,580135
7861,2014-07-30,4,4540,19767,2.0,0,0,3,340,1998,0,98006,47.5445,-122.137,1150000
7862,2014-10-29,3,1400,8821,1.0,0,0,3,0,1991,0,98022,47.1949,-121.989,231200
7863,2014-06-16,4,2500,4950,2.0,0,0,3,0,2010,0,98053,47.6964,-122.017,680000
7864,2014-07-25,3,1390,2153,2.0,0,0,3,0,2001,0,98118,47.5506,-122.29,267500
7865,2014-08-04,4,3160,37200,2.0,0,3,3,850,1939,0,98125,47.7214,-122.285,942000
7866,2014-06-19,3,1310,8065,1.0,0,0,4,0,1948,0,98117,47.701,-122.368,435000
7867,2014-06-10,2,1740,3622,1.0,0,0,4,790,1924,0,98118,47.5541,-122.29,315000
7868,2014-05-13,3,1490,1709,3.0,0,0,3,0,2004,0,98125,47.7173,-122.299,354901
7869,2014-10-14,2,1300,6515,1.0,0,0,3,0,2005,0,98053,47.7078,-122.013,439888
7870,2015-01-22,4,1460,3840,1.5,0,0,3,120,1928,0,98106,47.533,-122.347,360000
7871,2014-12-31,4,1030,6621,1.0,0,0,4,0,1955,0,98055,47.4857,-122.221,205000
7872,2014-06-12,3,1970,7500,2.0,0,0,3,0,1988,0,98092,47.2658,-122.218,299995
7873,2014-09-23,2,790,7275,1.0,0,0,4,0,1944,0,98058,47.4771,-122.174,150000
7874,2014-06-03,3,3800,33825,1.0,0,0,4,470,1976,0,98042,47.3797,-122.152,575000
7875,2015-05-05,3,2168,12616,2.0,0,1,4,0,1950,0,98146,47.4933,-122.367,625000
7876,2014-05-29,4,4140,13392,2.0,0,0,3,0,2000,0,98059,47.5261,-122.144,950000
7877,2015-02-10,4,2440,7797,1.0,0,0,3,880,1965,0,98031,47.3895,-122.222,278800
7878,2014-11-10,3,1720,4200,2.0,0,0,3,0,1908,1992,98112,47.6285,-122.301,713500
7879,2015-03-25,4,3020,11489,1.5,1,3,5,910,1916,1988,98040,47.5395,-122.21,1900000
7880,2014-10-28,5,2610,5009,1.0,0,0,3,900,1988,0,98117,47.6969,-122.366,439000
7881,2014-09-26,3,1500,8086,1.0,0,0,3,440,1981,0,98027,47.5584,-122.081,425000
7882,2014-08-25,4,2600,11280,1.5,0,0,3,1030,1961,0,98003,47.336,-122.304,252500
7883,2014-05-12,3,1370,8470,1.0,0,0,4,0,1961,0,98092,47.2874,-122.192,185000
7884,2014-09-23,5,2400,15781,1.0,0,0,4,1200,1974,0,98074,47.622,-122.059,406550
7885,2014-06-30,2,1068,1758,2.0,0,0,3,0,1990,0,98028,47.7527,-122.244,243000
7886,2014-12-01,3,2220,8994,1.0,0,0,4,1110,1962,0,98006,47.5473,-122.172,500000
7887,2015-05-13,2,880,7575,1.0,0,0,4,0,1942,0,98198,47.3757,-122.304,204750
7888,2014-09-09,3,1310,9273,1.0,0,0,4,0,1968,0,98042,47.3683,-122.147,222000
7889,2014-05-23,4,1350,11507,1.0,0,0,3,0,1966,0,98055,47.4269,-122.197,200000
7890,2014-10-21,3,1400,1320,3.0,0,2,3,0,2006,0,98133,47.7147,-122.356,367000
7891,2015-05-14,3,1170,7320,1.0,0,0,3,0,1962,0,98188,47.4685,-122.282,183000
7892,2014-12-10,3,1020,1570,2.0,0,0,3,300,2004,0,98144,47.5871,-122.317,300000
7893,2014-08-19,3,1300,3844,1.0,0,0,3,0,1985,0,98133,47.7024,-122.355,369000
7894,2014-07-31,3,2010,16736,2.0,0,0,4,0,1929,0,98133,47.7643,-122.352,380000
7895,2015-02-03,3,1590,5009,2.0,0,0,4,0,1985,0,98125,47.7012,-122.322,463000
7896,2014-12-08,3,1470,9750,1.0,0,0,3,0,1963,0,98034,47.7155,-122.194,475000
7897,2015-03-24,3,1580,14400,1.0,0,0,4,0,1981,0,98001,47.2598,-122.281,225000
7898,2015-05-11,3,1970,9512,1.0,0,0,3,0,1968,0,98058,47.4545,-122.146,371000
7899,2014-08-27,3,2330,3141,2.0,0,0,3,0,2003,0,98116,47.5622,-122.392,625000
7900,2014-09-23,6,7100,18200,2.5,0,0,3,1860,1933,2002,98199,47.6427,-122.408,3200000
7901,2015-01-29,3,1230,10725,1.0,0,0,3,0,1980,0,98045,47.4431,-121.772,329000
7902,2015-02-10,3,2570,13000,2.0,0,0,4,0,1962,0,98177,47.7705,-122.371,634000
7903,2014-11-07,4,3440,6915,2.0,0,0,3,0,2006,0,98038,47.3538,-122.004,616000
7904,2015-04-24,3,3330,20053,2.0,0,0,3,0,1968,1998,98004,47.6395,-122.214,1820000
7905,2015-03-19,4,1780,2684,2.0,0,0,3,0,2002,0,98072,47.7642,-122.149,435000
7906,2015-04-15,4,2110,6295,2.0,0,0,3,0,2000,0,98030,47.3641,-122.193,320000
7907,2015-01-14,4,2770,8049,2.0,0,0,3,0,2002,0,98074,47.6469,-122.081,820000
7908,2014-08-22,3,1590,3359,2.0,0,0,3,0,2000,0,98019,47.7349,-121.986,310000
7909,2014-12-02,3,1460,968,2.0,0,0,3,320,2003,0,98199,47.6601,-122.4,443750
7910,2014-06-05,4,2070,13084,1.0,0,0,4,370,1967,0,98040,47.5606,-122.222,795000
7911,2014-11-04,3,2420,36862,1.0,0,0,4,890,1957,0,98003,47.3264,-122.308,475000
7912,2014-05-15,5,2000,3750,2.0,0,0,4,0,1921,0,98103,47.6618,-122.355,585000
7913,2014-07-29,2,1010,7338,2.0,0,0,4,0,1981,0,98056,47.5123,-122.19,315000
7914,2014-09-17,4,3050,7238,2.0,0,0,3,0,1989,0,98029,47.5772,-122.013,635000
7915,2014-05-28,3,1160,11776,1.0,0,0,3,0,1968,0,98077,47.7427,-122.074,305000
7916,2014-05-16,3,2180,5440,1.0,0,0,5,1080,1904,0,98103,47.657,-122.345,785000
7917,2014-10-24,3,1560,6000,1.0,0,0,3,780,1944,0,98199,47.6501,-122.384,525000
7918,2015-01-20,4,1580,3635,1.0,0,0,4,790,1910,0,98117,47.6795,-122.371,537000
7919,2015-02-17,3,1660,8303,1.0,0,0,3,280,1974,0,98058,47.4366,-122.171,279950
7920,2014-12-08,4,2350,9329,2.0,0,0,3,0,1977,0,98005,47.583,-122.17,659000
7921,2014-08-21,2,1440,6650,1.0,0,0,3,470,1980,0,98023,47.2896,-122.369,203000
7922,2014-09-09,4,2930,7806,2.0,0,0,3,0,2005,0,98074,47.6219,-122.024,782500
7923,2014-06-10,3,1590,7560,1.0,0,0,3,460,1984,0,98031,47.4016,-122.18,250000
7924,2014-08-05,3,1400,9450,1.0,0,0,4,340,1955,0,98056,47.5051,-122.194,279000
7925,2014-11-25,6,3190,12196,2.0,0,0,4,0,1979,0,98052,47.6309,-122.103,664000
7926,2014-09-17,4,4580,4838,2.0,0,3,4,1500,1991,0,98109,47.6305,-122.354,2900000
7927,2015-03-30,4,1830,6000,1.0,0,0,5,760,1953,0,98118,47.5453,-122.279,378500
7928,2014-05-07,3,2720,149410,1.5,0,0,3,0,1988,0,98014,47.7092,-121.892,535000
7929,2014-07-16,2,1360,22508,1.0,0,0,3,0,1932,0,98034,47.7101,-122.226,520000
7930,2015-05-04,3,1520,4000,1.0,0,0,5,720,1943,0,98106,47.531,-122.351,369950
7931,2014-09-24,3,2290,14585,2.0,0,0,3,0,1981,0,98075,47.5874,-122.074,545000
7932,2015-05-04,3,2150,14092,2.0,0,0,3,0,1991,0,98058,47.4621,-122.129,360000
7933,2014-08-05,3,1170,7645,1.0,0,0,4,0,1955,0,98004,47.6077,-122.194,760000
7934,2014-09-16,3,1830,5488,1.0,0,2,4,820,1939,0,98115,47.6914,-122.309,450000
7935,2014-05-02,4,2730,12261,2.0,0,0,3,0,1991,0,98011,47.7419,-122.205,612500
7936,2014-07-01,3,1090,10710,1.0,0,0,4,0,1962,0,98056,47.5,-122.169,280000
7937,2015-04-14,3,2560,9182,2.0,0,0,3,0,1993,0,98027,47.5361,-122.051,750000
7938,2014-07-15,3,1160,6132,1.0,0,0,4,0,1958,0,98056,47.5015,-122.173,237000
7939,2014-10-14,2,1010,4000,1.5,0,0,5,0,1919,0,98105,47.6665,-122.287,441500
7940,2015-01-26,3,1650,7930,1.0,0,0,4,0,1989,0,98038,47.3617,-122.05,251000
7941,2014-12-29,3,2120,31564,1.0,0,0,3,900,1942,0,98168,47.4938,-122.298,200000
7942,2014-06-16,1,960,2640,1.0,0,0,3,200,1908,0,98112,47.6223,-122.294,332000
7943,2014-08-26,3,1509,1114,3.0,0,0,3,0,2014,0,98133,47.7048,-122.34,401500
7944,2014-09-26,4,2270,27122,1.0,0,0,5,970,1957,0,98155,47.7637,-122.281,585000
7945,2014-07-02,4,1954,4805,2.0,0,0,3,0,2005,0,98055,47.4297,-122.19,340000
7946,2015-01-12,3,2800,7694,1.0,0,0,3,0,2005,0,98053,47.7095,-122.022,920000
7947,2014-06-13,3,1270,6405,1.5,0,0,3,0,1944,0,98178,47.4959,-122.241,153000
7948,2015-01-05,4,1810,7601,1.0,0,0,3,730,1986,0,98023,47.2857,-122.358,299950
7949,2015-05-12,4,2410,7517,2.0,0,0,3,0,1983,0,98058,47.4388,-122.142,440000
7950,2014-09-15,3,1690,17383,2.0,0,0,3,0,2003,0,98038,47.3691,-122.031,293000
7951,2015-03-29,3,1190,6000,1.0,0,0,3,0,1952,2015,98178,47.5026,-122.236,203000
7952,2015-03-20,2,1280,6774,1.0,0,0,3,0,1991,0,98002,47.2925,-122.219,193000
7953,2015-03-16,3,1460,7862,1.0,0,0,3,0,1965,0,98155,47.7755,-122.299,305000
7954,2014-05-02,4,1600,6380,1.0,0,0,3,470,1959,0,98125,47.701,-122.306,495000
7955,2014-09-02,3,1770,6000,1.0,0,0,3,640,1952,0,98125,47.7135,-122.315,420000
