,date,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,price
9413,2015-04-14,5,3950,44431,1.0,0,0,3,10,1850,1969,0,98005,1250000
9419,2014-12-29,4,3120,5000,2.0,0,0,3,9,0,2010,0,98074,800000
9423,2014-05-19,5,4180,49222,2.0,0,0,4,8,1300,1979,0,98027,869000
9425,2014-07-11,5,3320,60984,2.0,0,0,3,9,0,2000,0,98045,665000
9432,2014-09-02,4,3150,6175,2.0,0,0,3,9,0,2001,0,98075,680000
9440,2014-08-26,4,3600,9687,2.0,0,0,4,9,0,1959,1995,98004,1700000
9443,2014-10-16,8,4020,7500,1.0,0,0,3,8,2010,1968,0,98107,900000
9444,2014-05-15,4,3150,9130,2.0,0,0,3,9,0,2001,0,98075,695000
9449,2015-02-09,4,3130,41382,2.0,0,0,3,9,0,1986,0,98053,762500
9465,2014-07-17,5,2160,5000,1.5,0,2,4,8,0,1926,0,98107,770000
9467,2015-03-30,3,3580,95832,1.5,0,0,3,9,0,2005,0,98038,665000
9469,2014-10-09,3,1910,4800,1.5,0,0,3,9,0,1900,1991,98103,850000
9472,2015-02-27,3,3310,5558,2.0,0,0,3,9,0,2005,0,98029,780000
9474,2014-08-28,2,2130,5001,1.0,0,0,5,8,800,1972,0,98199,707000
9478,2014-11-19,4,3220,20251,1.0,0,0,3,10,0,1969,0,98006,2380000
9488,2014-09-23,3,2590,32380,1.0,0,0,3,8,0,1951,1994,98177,808000
9489,2015-02-10,4,3790,6874,2.5,0,0,3,9,0,2010,0,98053,875000
9490,2015-03-19,3,2370,55321,3.0,0,0,4,8,0,1982,0,98074,860000
9506,2014-08-08,4,2810,10300,1.0,0,0,4,9,1000,1978,0,98006,812500
9518,2014-10-23,3,2770,15886,2.0,0,0,3,10,0,1982,0,98177,675000
9529,2014-08-29,4,4190,15724,2.0,0,2,3,11,0,1994,0,98027,1160000
9531,2014-11-20,5,2590,6120,2.0,0,0,3,8,0,1909,0,98105,961000
9532,2014-07-24,4,2770,9340,2.0,0,0,4,9,0,1979,0,98027,825000
9533,2014-11-03,3,2145,3840,1.5,0,0,5,8,0,1910,0,98103,734000
9538,2015-03-16,3,2040,7936,1.0,0,3,5,8,360,1940,0,98177,1300000
9541,2014-12-10,3,1940,8196,2.0,0,0,3,8,0,1991,0,98052,661000
9543,2014-10-23,5,2910,9454,1.0,0,1,3,8,1000,1972,0,98005,788000
9547,2015-05-07,5,2920,6960,2.0,0,1,3,9,800,1953,2008,98105,1540000
9552,2015-04-21,4,2460,5750,1.5,0,3,5,7,840,1919,0,98126,675000
9554,2014-07-14,1,920,91476,1.5,0,0,3,6,0,1996,2002,98070,650000
9561,2014-06-27,3,3580,54450,1.5,0,0,3,9,0,1990,0,98038,725000
9564,2015-04-29,4,3950,10912,2.0,0,0,3,10,0,2003,0,98004,1780000
9569,2014-09-03,4,2530,4560,1.5,0,0,3,7,990,1925,2014,98112,785950
9576,2014-07-22,4,3550,35689,2.0,0,0,4,9,0,1991,0,98077,730000
9578,2014-05-02,5,2820,67518,2.0,0,0,3,8,0,1979,0,98029,675000
9584,2014-10-20,2,1300,12000,1.0,0,0,4,8,0,1959,0,98004,700000
9587,2014-05-02,3,2600,4750,1.0,0,0,4,9,900,1951,0,98117,790000
9599,2014-07-03,3,2360,4800,2.0,0,0,3,9,0,1909,2014,98112,1760000
9601,2015-04-10,6,3810,6150,2.0,0,0,4,8,0,1977,0,98103,760000
9604,2015-03-27,6,3280,16449,1.0,0,0,4,7,1370,1963,0,98007,730000
9607,2014-05-30,4,2060,8470,1.0,0,0,3,8,620,1983,0,98006,655000
9609,2014-06-02,4,2360,6000,1.0,0,0,5,7,1100,1939,0,98199,730000
9612,2015-03-24,4,3630,5670,2.0,0,0,3,10,0,1970,2008,98056,698000
9618,2014-11-12,4,3140,16200,1.0,0,1,3,9,570,1988,0,98166,765000
9619,2014-06-06,4,2880,5750,1.5,0,0,5,9,1170,1928,0,98116,920000
9645,2015-02-25,4,2310,36136,2.0,0,0,4,9,0,1977,0,98072,760500
9647,2014-08-19,4,2810,8570,2.0,0,0,3,10,0,1993,0,98004,1570000
9649,2015-05-07,3,3290,5000,2.0,0,0,3,9,560,1939,0,98105,1480000
9650,2015-04-30,7,2960,2665,2.0,0,0,3,9,1010,1927,2013,98144,853800
9651,2014-05-22,3,2670,10496,2.0,0,0,3,9,0,1989,0,98074,657500
9655,2015-02-18,4,3930,21894,2.0,0,0,3,11,0,1987,0,98052,1090000
9657,2014-07-29,4,3960,8640,2.0,0,2,3,9,1330,1925,0,98112,1400000
9658,2014-12-05,4,4060,20822,2.0,0,0,3,10,0,1991,0,98077,1180000
9661,2015-04-08,3,1480,8163,1.0,0,0,3,7,440,1953,0,98004,865000
9662,2014-11-18,3,2930,9280,2.0,0,0,4,10,0,1988,0,98007,905000
9670,2015-02-09,3,3910,5350,2.0,0,2,5,10,1300,1933,0,98199,1700000
9675,2014-07-03,3,2780,33503,1.5,0,1,4,8,670,1969,0,98075,1140000
9685,2014-11-18,3,1530,10827,1.0,0,0,4,8,0,1955,0,98039,865000
9686,2014-09-22,4,3450,17400,1.5,0,0,4,9,1270,1964,0,98004,1390000
9696,2014-05-12,4,3110,6142,2.0,0,0,3,9,0,2004,0,98052,751000
9701,2015-04-17,3,3030,5600,2.0,0,2,3,9,810,1905,2005,98144,1220000
9704,2014-10-28,3,2780,4815,3.0,0,2,3,10,0,1974,0,98105,1250000
9713,2015-02-13,4,3290,6012,2.0,0,0,3,9,0,2005,0,98075,680000
9716,2014-06-17,4,2700,35362,2.0,0,0,5,8,0,1976,0,98077,669000
9720,2015-04-02,3,1710,17707,1.0,0,0,4,7,530,1947,0,98040,690000
9728,2014-08-12,4,4610,12500,2.0,0,2,3,11,0,2003,0,98033,1650000
9733,2015-03-23,3,3740,22464,2.0,0,0,5,8,1410,1966,0,98004,999950
9736,2014-07-01,3,3890,7216,2.0,0,1,3,8,630,1967,2010,98118,1080000
9740,2014-07-07,4,2600,4800,1.0,0,2,3,8,1200,1953,0,98119,780000
9741,2014-11-21,3,2640,16090,1.0,0,2,4,8,680,1976,0,98040,885000
9760,2014-06-04,4,3790,10669,2.0,0,0,3,10,0,1999,0,98075,875000
9761,2015-01-20,3,2240,8800,1.0,0,0,5,8,0,1957,0,98005,831000
9762,2014-05-15,4,2740,7266,2.0,0,0,3,9,680,2003,0,98027,689900
9765,2014-05-27,3,2640,4050,1.5,0,0,5,8,890,1926,0,98112,1100000
9775,2014-12-26,6,3300,4218,2.0,0,0,3,8,1100,1970,0,98103,920000
9776,2014-06-12,4,2130,11843,2.0,0,0,4,9,0,1972,0,98040,850000
9778,2014-09-29,4,2420,12000,1.0,0,0,3,9,0,1984,0,98077,725000
9779,2015-02-06,3,3870,33980,2.0,0,0,3,10,720,1991,0,98006,900000
9780,2015-02-06,2,1960,6000,1.0,0,0,3,8,750,1951,0,98103,680200
9783,2014-08-12,3,2250,4134,2.0,0,0,3,9,0,2004,0,98052,675000
9787,2015-04-22,3,2520,3750,2.0,0,1,4,9,0,1995,0,98116,875000
9797,2014-06-17,4,3150,38865,1.0,0,0,3,10,670,1986,0,98052,854000
9798,2015-01-14,4,4700,49658,2.0,0,0,3,10,0,1999,0,98075,1180000
9799,2014-10-08,3,2300,15952,1.0,0,0,4,8,1150,1963,0,98039,1000000
9801,2014-11-25,4,2640,3750,2.0,0,0,5,7,800,1911,0,98117,750000
9802,2014-10-07,6,3900,9100,2.0,0,0,3,8,1030,1979,0,98052,650000
9806,2015-04-09,4,2970,9072,2.0,0,0,3,10,0,1991,0,98006,845000
9808,2014-12-09,4,3060,8167,2.0,0,0,3,9,0,2005,0,98029,753000
9816,2014-08-27,4,2980,3000,2.0,0,0,3,9,640,2008,0,98115,905000
9822,2014-07-14,2,1650,7500,1.0,0,0,4,7,650,1959,0,98033,670000
9826,2014-11-26,4,4440,20668,2.0,0,2,5,10,1200,1965,0,98040,1730000
9828,2014-07-09,4,3020,7465,2.0,0,0,3,9,0,2004,0,98075,750000
9829,2014-05-27,4,1850,50662,1.0,0,0,3,8,420,1978,0,98052,830000
9833,2014-06-22,4,2130,7300,1.0,0,0,4,7,900,1963,0,98005,732600
9834,2015-03-16,4,2460,8001,2.0,0,0,4,8,0,1984,0,98006,818000
9837,2014-10-21,5,1910,4667,1.0,0,0,3,7,900,1908,0,98112,650000
9840,2014-12-31,3,1160,10732,1.0,0,0,3,7,0,1953,0,98004,875000
9841,2015-04-29,4,2870,8393,1.0,0,0,4,8,1390,1977,0,98040,890000
9844,2014-09-11,5,2970,6500,2.0,0,0,3,9,0,2000,0,98075,680000
9847,2015-01-27,4,2880,5500,2.0,0,0,4,9,960,1926,0,98102,1100000
9850,2014-08-20,4,3110,11397,2.0,0,3,4,10,0,1984,0,98006,960000
9859,2014-09-18,3,2590,3750,1.5,0,0,5,7,800,1904,0,98109,885000
9862,2014-09-25,4,2530,5200,1.0,0,1,4,8,1000,1957,0,98117,720000
9868,2014-07-05,4,2920,6513,2.0,0,0,4,9,660,1937,0,98112,1740000
9870,2014-10-29,4,2830,5010,2.0,0,0,3,9,660,2000,0,98115,738000
9877,2014-08-12,1,1180,4000,1.5,0,2,4,8,340,1910,0,98118,713000
9882,2014-10-30,3,1780,4320,2.0,0,0,4,8,0,1930,1986,98115,679000
9883,2014-12-18,4,2840,4227,3.0,0,0,3,9,0,2014,0,98052,784950
9889,2014-07-24,4,3830,6765,2.0,0,0,3,9,0,2014,0,98053,963990
9890,2014-09-25,3,1610,3600,2.0,0,2,5,8,0,1925,0,98144,735000
9891,2015-03-17,3,3840,9751,2.0,0,0,3,10,0,1998,0,98074,858450
9892,2015-05-07,5,2670,4000,2.0,0,0,4,7,870,1914,0,98105,665000
9903,2015-02-13,5,4420,36342,2.0,0,0,5,10,1680,1982,0,98007,1320000
9912,2015-04-16,3,3550,32807,2.0,0,0,3,9,0,1989,0,98077,775000
9913,2014-07-31,2,1280,6000,1.0,0,0,3,7,0,1965,0,98112,650000
9914,2015-05-01,4,2320,13114,2.0,0,0,5,8,0,1967,0,98040,1200000
9920,2014-07-24,4,2740,10533,2.0,0,0,3,9,0,1997,0,98074,672800
9922,2014-09-26,3,2950,35108,1.5,0,0,3,10,0,1995,0,98077,820000
9924,2014-05-20,4,2850,7861,1.0,0,4,4,10,1400,1970,0,98117,1280000
9928,2015-04-13,6,2820,8600,1.0,0,0,5,8,1390,1967,0,98006,893880
9932,2014-09-09,2,2330,10143,1.0,0,2,4,7,1110,1953,0,98146,689000
9933,2014-09-02,4,2490,3840,1.5,0,0,4,7,880,1922,0,98103,749500
9934,2014-10-06,6,4090,49542,2.0,0,0,3,9,990,1984,0,98005,1150000
9943,2014-08-06,5,5000,32909,2.0,0,0,3,10,0,2000,0,98075,1250000
9956,2014-08-07,5,2500,19783,1.0,0,3,4,8,0,1959,0,98005,799000
9958,2014-07-08,4,2250,3433,1.5,0,0,3,8,750,1927,2013,98112,1050000
9967,2014-05-19,4,2660,10452,2.0,0,0,3,9,0,1993,0,98052,755000
9970,2015-04-29,3,3060,30166,1.0,0,0,5,8,0,1959,0,98027,835000
9971,2014-10-15,4,2920,4500,2.0,0,0,3,9,0,1999,0,98006,730000
9972,2014-10-01,3,1370,5250,1.0,0,0,3,7,300,1939,0,98109,655000
9977,2014-05-08,4,3290,6465,2.0,0,0,3,9,0,2002,0,98075,716500
9982,2014-05-28,4,2990,5669,2.0,0,0,3,8,0,2003,0,98074,655000
9983,2014-07-01,4,3770,10900,2.0,0,2,5,9,700,1924,0,98144,1700000
9992,2014-08-04,4,3210,7054,2.0,0,0,4,8,0,1985,0,98052,690000
9996,2014-08-06,4,2620,10920,1.0,0,0,3,9,0,1965,0,98005,950000
10015,2014-09-11,4,2190,4104,2.0,0,0,5,8,780,1928,0,98112,808000
10019,2014-06-26,4,2880,4000,1.5,0,0,3,9,780,1912,2000,98144,755000
10023,2014-12-02,4,2280,3680,1.5,0,0,5,7,810,1926,0,98115,665000
10024,2015-03-25,4,2110,6069,2.0,0,0,3,9,0,1999,0,98052,689000
10041,2014-07-18,2,2600,5000,1.0,0,0,5,8,1300,1926,0,98126,665000
10049,2014-06-27,4,2540,38677,2.0,0,0,3,9,0,1987,0,98053,652500
10061,2015-05-01,2,890,5000,1.0,0,0,3,7,0,1943,0,98105,682000
10064,2014-09-10,4,2650,18903,2.0,0,0,3,11,0,1994,0,98075,745000
10068,2015-04-27,4,3920,41206,2.0,0,0,4,10,0,1988,0,98072,965000
10070,2015-03-13,5,2520,4643,1.5,0,0,4,8,400,1916,0,98112,1100000
10072,2014-07-28,3,1550,5000,1.0,0,0,3,7,300,1911,2011,98107,650000
10073,2014-12-05,4,3180,10319,2.0,0,0,4,11,0,1986,0,98040,1230000
10080,2014-07-09,3,2783,11177,2.0,0,0,3,8,0,1910,1999,98126,840000
10087,2015-02-25,3,2960,8330,1.0,0,3,4,10,700,1953,0,98177,1330000
10088,2014-06-30,5,2520,16100,1.0,0,3,4,8,950,1960,0,98040,896000
10097,2015-04-17,4,3830,4644,2.0,0,0,3,8,930,2004,0,98065,679975
10099,2014-11-20,3,2590,223027,2.0,0,0,3,9,0,1983,0,98074,920000
10100,2014-05-30,3,2090,6000,1.5,0,0,4,9,0,1928,0,98105,1370000
10105,2015-03-13,4,3770,24897,2.0,0,2,4,8,1220,1964,0,98075,940000
10110,2015-01-16,4,2620,8312,2.0,0,0,3,9,0,1990,0,98074,749950
10114,2014-08-06,4,3100,36562,2.0,0,0,3,10,0,1994,0,98077,700000
10121,2014-05-06,4,3740,32417,2.0,0,0,3,9,0,2000,0,98053,860000
10127,2014-08-22,3,2730,10675,2.0,0,0,3,9,0,1990,0,98074,678000
10128,2014-12-08,3,1890,10292,1.0,0,0,4,8,0,1969,0,98040,800000
10139,2014-07-24,4,3000,5639,2.0,0,0,3,8,0,2008,0,98052,759900
10141,2015-05-12,3,1220,4080,1.5,0,0,5,7,0,1914,0,98144,670000
10142,2014-11-06,2,2720,26761,2.0,1,4,3,7,0,1990,0,98166,985000
10144,2014-10-15,4,3020,13122,2.0,0,0,3,9,480,1997,0,98052,750000
10146,2014-06-17,5,3870,8225,2.0,0,0,3,10,0,1998,0,98074,900000
10149,2015-04-13,3,1140,6000,1.0,0,0,3,7,0,1909,0,98109,660000
10152,2015-01-13,5,3320,13138,1.0,0,2,4,9,1420,1964,0,98028,769000
10156,2015-05-06,3,1460,6198,1.5,0,0,4,7,0,1916,0,98107,775000
10160,2014-07-11,4,3560,6098,2.0,0,0,3,10,0,2006,0,98075,790000
10162,2014-06-13,4,2770,13500,2.0,0,0,3,8,0,1974,0,98040,890000
10166,2014-06-18,3,2020,5500,1.5,0,3,3,10,230,1937,0,98199,1400000
10170,2014-09-23,5,2770,9305,2.0,0,0,3,9,0,1985,0,98006,804000
10173,2014-11-10,4,3040,35201,2.0,0,0,4,10,0,1987,0,98027,725000
10181,2015-05-04,3,1750,5400,1.0,0,0,4,7,700,1952,0,98115,716528
10184,2015-02-26,5,2690,4800,2.0,0,2,3,8,760,1919,1984,98118,690000
10188,2014-11-05,4,2450,34092,2.0,0,0,4,8,0,1980,0,98075,682000
10193,2014-06-03,4,2790,45902,2.0,0,0,3,9,0,1987,0,98077,654950
10197,2014-05-05,4,1390,4240,1.0,0,0,3,7,340,1924,0,98103,657100
10203,2015-05-12,4,1980,10800,1.0,0,0,4,8,660,1953,0,98005,700000
10206,2015-02-23,4,2260,10800,1.0,0,0,3,9,0,1978,0,98007,685000
10208,2015-01-12,4,2490,4600,1.5,0,2,3,8,400,1926,0,98105,950000
10226,2015-04-02,3,2540,6762,2.0,0,0,3,10,0,1998,0,98007,735000
10227,2014-12-17,4,3440,8150,2.0,0,0,3,10,0,2014,0,98056,730000
10230,2014-06-19,4,2370,6000,1.0,0,2,3,8,930,1959,0,98177,899000
10233,2014-06-25,3,2680,4775,2.0,0,2,5,8,800,1913,0,98109,1360000
10245,2014-08-10,3,1430,2200,1.5,0,0,4,7,0,1910,0,98103,720001
10252,2014-08-13,5,4230,27295,2.0,1,4,3,8,1000,1949,1985,98033,2700000
10253,2014-08-13,4,3310,4500,2.5,0,0,5,9,400,1900,0,98103,829000
10257,2014-09-26,3,4610,8400,2.0,0,2,3,8,1820,1947,1999,98144,1250000
10265,2015-01-07,4,3010,3120,2.5,0,2,3,8,0,2006,0,98029,728725
10266,2014-08-18,5,3180,10800,1.0,0,0,3,8,1270,1968,0,98052,708000
10267,2014-07-23,4,4120,14021,2.0,0,0,3,11,0,2005,0,98075,1300000
10272,2014-10-07,5,5050,16500,2.0,0,2,3,11,0,2001,0,98075,1030000
10303,2015-02-24,3,2780,7200,1.5,0,0,4,8,910,1913,0,98118,709000
10307,2014-12-17,4,4600,322188,1.0,0,4,3,10,2200,1989,0,98045,800000
10310,2014-09-09,4,3110,11422,2.0,0,0,3,9,0,1989,0,98115,925000
10311,2015-04-02,3,2260,11781,1.0,0,0,4,8,740,1968,0,98008,714000
10314,2014-10-24,4,2340,10800,1.0,0,0,3,8,0,1953,2007,98040,880000
10318,2014-08-22,4,3660,5637,2.0,0,0,3,9,0,2014,0,98053,839990
10325,2015-02-19,4,2820,9602,1.0,0,1,3,8,870,1974,0,98008,750000
10327,2015-03-25,4,2200,12137,1.0,0,4,4,8,560,1956,0,98028,680000
10328,2014-06-27,5,2500,7200,1.0,0,0,4,7,1010,1977,0,98052,661500
10330,2014-07-17,4,2900,17400,1.0,0,0,4,8,490,1978,0,98052,785000
10333,2015-01-28,5,3490,21780,2.0,0,0,3,8,0,1996,0,98052,830000
10336,2014-10-17,3,1390,9112,1.0,0,0,4,7,0,1951,0,98004,745000
10337,2014-11-10,4,3940,4407,2.0,0,0,4,8,1320,1921,0,98112,1200000
10355,2015-03-04,2,1110,3600,1.0,0,0,5,7,0,1904,0,98119,750000
10358,2015-05-07,2,2140,6000,1.0,0,0,4,7,1070,1946,0,98199,680000
10367,2014-10-13,4,2480,6000,2.0,0,2,3,10,100,1929,0,98199,979700
10368,2014-12-11,4,2030,4080,1.5,0,0,4,8,300,1921,0,98115,730000
10371,2014-08-27,3,2550,6240,1.0,0,3,5,8,800,1957,0,98117,808000
10373,2014-10-28,4,2390,5880,1.0,0,2,3,8,1000,1957,0,98117,695000
10378,2015-03-09,3,1760,5488,1.5,0,0,3,7,220,1927,0,98119,750000
10379,2014-10-10,3,2560,3600,2.0,0,0,3,9,450,1967,2003,98112,1400000
10393,2015-02-20,4,3290,5559,1.5,0,0,3,8,1000,1906,2004,98103,965000
10394,2014-10-24,4,3500,9523,2.0,0,0,3,10,1040,1996,0,98033,1380000
10396,2014-07-10,5,4230,10260,2.0,0,0,3,10,370,1996,0,98027,847700
10402,2014-07-18,4,3980,209523,2.0,0,2,3,9,0,2006,0,98024,810000
10409,2014-11-05,3,3440,44374,2.0,0,3,4,10,1250,1979,0,98006,740000
10411,2014-08-15,3,2280,7800,1.0,0,3,4,8,920,1941,0,98117,750000
10412,2014-10-13,4,2790,6540,2.0,0,0,3,9,0,1999,0,98074,695000
10416,2014-12-30,3,2480,13310,1.0,0,0,2,7,0,1955,0,98052,1200000
10422,2015-03-17,4,2640,5000,2.0,0,0,3,9,800,1943,2004,98105,1080000
10427,2014-07-28,4,2120,8448,2.0,0,0,4,9,0,1989,0,98029,690000
10435,2015-05-08,4,4260,11765,2.0,0,0,3,11,980,1939,2010,98112,3400000
10436,2014-07-01,3,2500,4080,1.5,0,0,5,7,820,1922,0,98103,695000
10438,2014-08-05,3,1840,2310,1.0,0,2,4,8,700,1914,0,98109,650000
10441,2014-10-31,3,1820,4480,1.0,0,0,5,7,700,1923,0,98105,655000
10446,2015-04-09,3,2490,8582,2.0,0,0,3,9,0,2000,0,98074,654300
10447,2014-11-24,4,3410,179419,2.0,0,0,3,10,0,2004,0,98010,774950
10448,2014-09-02,4,2380,10800,2.0,0,2,3,8,0,1925,0,98118,855000
10449,2014-06-26,3,2490,4000,2.0,0,0,5,8,820,1918,0,98109,1150000
10454,2014-11-24,3,4490,56609,2.0,1,4,3,12,0,1993,0,98034,3120000
10457,2015-03-02,4,2870,4500,2.0,0,3,3,10,360,2012,0,98119,2000000
10458,2015-02-10,4,3250,48037,1.0,0,2,3,8,1220,1985,0,98074,1050000
10464,2014-08-07,2,2280,6230,1.0,0,0,3,8,0,2005,0,98053,752500
10465,2014-12-08,4,3540,13515,2.0,0,0,3,10,0,1998,0,98075,820000
10477,2015-04-19,3,3090,10940,2.0,0,2,3,10,0,1992,0,98006,938000
10486,2014-07-11,3,3190,6776,2.0,0,0,3,10,0,1998,0,98074,780000
10487,2014-09-09,4,3030,5164,1.5,0,0,5,9,330,1925,0,98112,1350000
10492,2015-03-19,5,2590,11500,1.0,0,2,4,9,0,1968,0,98040,1500000
10495,2014-10-22,4,3170,32430,2.5,0,0,3,10,0,1989,0,98053,910000
10499,2014-05-06,4,3490,6906,2.0,0,0,4,10,1210,1928,0,98199,1230000
10501,2014-08-21,4,2780,13521,2.0,0,0,3,10,0,1987,0,98074,715000
10513,2015-03-10,5,3810,9360,2.0,0,0,3,10,0,2014,0,98004,1700000
10515,2014-10-20,3,1540,3600,2.0,0,0,3,8,0,1900,1988,98112,850000
10517,2014-11-18,3,1870,1900,3.0,0,0,3,8,0,2008,0,98103,770000
10524,2014-10-27,4,3030,18400,1.5,0,3,3,9,670,1973,0,98034,901000
10527,2015-03-12,4,4070,336283,2.0,0,0,3,11,0,2006,0,98027,1700000
10529,2015-02-09,4,3080,10487,2.0,0,0,4,9,0,1968,0,98040,1170000
10533,2014-05-12,4,2350,11914,1.0,0,0,4,8,0,1961,0,98040,850000
10538,2014-05-12,4,3290,12329,1.5,0,0,4,10,0,1968,0,98040,947500
10542,2014-12-01,4,1960,4500,1.5,0,2,3,7,0,1922,0,98117,660000
10543,2015-01-15,3,3300,308080,2.0,0,2,4,9,780,1976,0,98070,729000
10566,2014-06-16,3,3100,23790,2.0,0,0,3,9,0,2002,0,98075,759950
10570,2014-07-25,3,2040,11294,1.0,0,0,4,7,700,1952,0,98004,730000
10572,2015-03-16,4,2250,10160,2.0,0,0,5,8,0,1967,0,98040,1060000
10575,2014-06-10,4,2560,9731,2.0,0,0,4,7,0,1973,0,98034,650000
10581,2014-10-16,5,2710,8227,1.0,0,2,3,8,800,1953,0,98199,951250
10588,2014-09-09,4,1590,5400,1.0,0,2,3,7,600,1900,0,98119,783200
10589,2014-06-20,4,3290,6628,2.0,0,0,3,9,0,2003,0,98075,715000
10594,2014-08-16,4,3550,15151,2.0,0,0,3,11,0,2004,0,98075,959900
10603,2014-10-03,3,1920,9600,1.0,0,0,4,8,360,1968,0,98052,652000
10607,2014-12-01,4,3290,20107,2.0,0,4,3,10,1070,1990,0,98198,799000
10608,2014-07-10,5,3480,9200,2.0,0,0,3,8,0,1979,0,98006,860000
10610,2014-12-05,4,2820,11500,2.0,0,0,3,10,0,1991,0,98075,692500
10611,2014-08-12,4,2710,11400,1.0,0,0,4,9,1280,1976,0,98006,925000
10615,2014-08-22,3,2120,56192,1.0,0,1,3,9,400,1959,0,98177,892500
10617,2014-06-12,3,2110,11250,1.0,0,0,4,8,0,1961,0,98040,743000
10621,2015-04-27,4,3760,20609,2.0,0,0,3,11,0,1990,0,98077,1150000
10623,2014-12-30,3,2750,16000,2.0,0,0,4,9,190,1981,0,98033,739000
10625,2014-07-29,3,3200,3800,2.0,0,0,5,9,550,1914,0,98102,995000
10630,2015-03-24,3,1280,3900,1.0,0,0,4,7,0,1921,0,98103,738000
10634,2014-06-13,4,3670,54450,2.0,0,0,3,10,0,1999,0,98074,883000
10636,2014-09-13,4,3100,21303,1.0,0,1,4,9,0,1962,0,98075,950000
10648,2014-09-18,5,3760,4857,2.0,0,3,3,9,940,2004,0,98072,730000
10653,2014-08-14,4,3430,15877,1.0,0,4,3,11,0,2005,0,98065,1010000
10654,2014-12-01,4,2160,7000,2.0,0,0,4,9,0,1989,0,98029,653000
10655,2014-05-14,4,2060,5649,1.0,0,0,5,8,700,1941,0,98199,715000
10659,2015-04-02,5,3330,12408,1.0,0,0,3,10,1590,1976,0,98074,750000
10669,2014-12-26,4,2920,14210,2.0,0,0,4,10,0,1978,0,98007,795000
10671,2014-07-20,3,3470,12076,2.0,0,3,3,10,910,1988,0,98040,1050000
10678,2014-06-25,5,3370,7947,2.0,0,0,3,10,0,2001,0,98033,1070000
10682,2015-02-25,3,1140,6120,1.5,0,0,3,7,0,1926,0,98115,704000
10685,2014-05-23,4,3370,7920,1.0,0,3,3,10,1510,1988,0,98117,1330000
10687,2015-02-20,4,2040,5050,1.0,0,0,5,7,880,1937,0,98115,705000
10695,2015-03-19,3,1970,5200,1.5,0,3,3,8,0,1915,2002,98136,925500
10701,2014-10-01,4,3340,34238,1.0,0,0,4,8,1280,1977,0,98077,655000
10702,2014-06-27,3,2630,4896,2.0,0,0,3,9,0,2006,0,98052,738000
10708,2014-08-01,3,2979,17313,2.0,0,2,3,11,0,1993,0,98006,912000
10725,2014-12-01,4,4090,51908,2.0,0,0,3,11,0,1991,0,98077,1040000
10730,2014-09-29,4,2760,13093,2.0,0,0,4,9,0,1989,0,98075,745000
10737,2015-04-08,4,3840,10004,1.0,0,2,4,9,1730,1963,0,98040,1140000
10738,2015-05-08,4,3674,12793,2.0,0,1,3,9,0,1987,0,98166,699950
10745,2015-03-24,5,3100,97661,2.0,0,0,3,9,0,1986,0,98053,850000
10751,2015-05-07,4,2170,4600,1.0,0,0,3,7,900,1950,0,98117,709000
10754,2014-09-09,5,3200,7863,1.0,0,3,5,8,1600,1959,0,98199,1310000
10757,2015-04-07,3,2520,10012,2.0,0,0,3,10,0,1987,0,98074,720000
10760,2015-04-08,4,2750,13950,1.0,0,3,4,8,1370,1948,0,98146,725000
10764,2014-06-24,4,2420,10200,2.0,0,0,4,9,0,1973,0,98040,998000
10768,2014-11-12,4,2310,10232,1.0,0,0,5,8,1000,1980,0,98006,750000
10769,2014-07-08,4,3580,9316,2.5,0,0,3,10,1210,1991,0,98007,711600
10770,2014-08-25,4,4320,8709,2.0,0,0,3,11,1130,2006,0,98027,1050000
10771,2014-12-17,3,2560,35265,2.0,0,0,3,9,0,1981,0,98072,700500
10772,2015-02-04,4,3220,18618,2.0,0,1,3,10,0,1991,0,98056,710000
10784,2014-06-06,4,2230,9900,1.5,0,0,5,9,0,1959,0,98005,809950
10788,2014-09-11,2,1830,3600,1.0,0,0,4,7,600,1926,0,98109,825000
10792,2014-08-25,4,3120,7680,1.0,0,3,3,8,1460,1956,0,98199,976000
10795,2015-03-04,3,2480,7428,2.0,0,0,3,9,0,1990,0,98006,729000
10801,2014-10-08,3,2410,9668,1.0,0,1,4,8,870,1965,0,98117,715500
10803,2014-07-31,5,4720,18741,2.0,0,0,3,11,1510,2005,0,98053,875000
10805,2015-01-13,4,5000,12941,3.0,0,2,3,12,0,2002,0,98006,1690000
10809,2014-11-17,5,3330,3705,2.0,0,0,3,9,720,2008,0,98006,795000
10816,2014-07-23,4,2460,4166,2.0,0,0,3,9,0,2003,0,98034,653750
10819,2014-07-08,3,3176,13391,2.0,0,3,4,9,450,1985,0,98198,819000
10820,2014-07-18,4,2420,9000,1.0,0,4,5,9,420,1967,0,98146,945000
10822,2015-05-09,4,2380,6122,1.0,0,2,4,8,1070,1949,0,98199,812000
10824,2014-06-13,4,3770,35081,2.0,0,0,3,10,0,1989,0,98053,950000
10825,2014-12-03,4,2672,4297,2.0,0,0,3,8,652,2005,0,98115,700000
10828,2014-11-17,3,2610,22672,1.5,1,4,4,8,0,1952,0,98166,1580000
10830,2014-08-28,2,1600,64468,1.0,0,0,3,7,0,1950,0,98072,995000
