,sqft_living,sqft_lot,sqft_basement,bedrooms,floors,zipcode_category,lat,long,waterfront,view,grade,age_renovated,price
13848,3720,12384,1860,4,1.0,3,47.5836,-122.074,0,2,8,53.0,875000
13849,2790,7956,0,4,2.0,1,47.3681,-122.31,0,0,9,18.0,375000
13850,2190,5091,0,3,2.0,1,47.3506,-122.039,0,0,8,19.0,365000
13851,2280,2850,740,4,1.5,3,47.6871,-122.307,0,0,7,93.0,530000
13852,1100,5200,0,3,1.0,1,47.3643,-122.081,0,0,6,54.0,225500
13853,2180,7000,500,4,1.0,1,47.4651,-122.192,0,0,8,54.0,318000
13854,2770,9798,0,4,2.0,3,47.562,-122.081,0,0,9,37.0,910000
13855,1980,18730,700,3,1.0,1,47.3221,-122.282,0,0,7,80.0,207000
13856,4180,17935,0,5,2.0,5,47.5873,-122.202,0,0,11,19.0,1890000
13857,3030,31920,1360,6,1.0,3,47.575,-122.033,0,0,8,43.0,624500
13858,1690,1553,0,3,2.5,3,47.6443,-122.385,0,0,8,16.0,640000
13859,1990,65340,0,3,2.0,3,47.4726,-121.99,0,0,8,37.0,500000
13860,2250,8970,750,5,1.0,2,47.7217,-122.188,0,0,7,57.0,390000
13861,2080,2050,530,3,1.5,1,47.4199,-122.157,0,0,7,20.0,284000
13862,2460,41343,0,3,1.0,3,47.5142,-122.021,0,0,8,35.0,620000
13863,2588,5702,0,3,2.0,1,47.3453,-122.151,0,0,8,15.0,306000
13864,2570,12039,660,4,1.0,3,47.626,-122.048,0,0,8,45.0,495000
13865,2370,12753,0,3,2.0,2,47.7359,-121.984,0,0,7,22.0,499950
13866,1070,10563,0,3,1.0,2,47.7687,-122.166,0,0,7,54.0,330000
13867,1940,5820,790,3,1.5,2,47.6638,-122.362,0,0,7,79.0,665000
13868,2650,2387,820,3,2.0,4,47.6315,-122.362,0,0,8,103.0,850000
13869,2290,6318,0,4,2.0,3,47.57,-122.02,0,0,8,35.0,599950
13870,2050,9143,0,4,2.0,2,47.4597,-122.355,0,0,8,31.0,360000
13871,2680,5497,0,3,2.0,3,47.7043,-122.128,0,0,9,22.0,699000
13872,1520,8100,760,3,1.0,2,47.6966,-122.375,0,0,6,78.0,475000
13873,2690,435600,0,3,2.0,2,47.3477,-122.519,0,0,8,31.0,575000
13874,1180,844,190,2,2.0,2,47.5998,-122.3,0,0,7,18.0,345000
13875,3030,9500,0,4,2.0,1,47.3511,-122.287,0,0,8,34.0,367950
13876,1400,11400,0,3,2.0,2,47.7428,-122.231,0,0,8,39.0,374500
13877,3000,8100,0,4,2.0,2,47.7151,-122.305,0,0,8,31.0,607500
13878,1200,9800,0,3,1.0,2,47.7412,-122.109,0,0,7,52.0,374000
13879,1000,6947,0,3,1.0,2,47.7142,-122.319,0,0,7,76.0,390000
13880,2740,5339,0,4,2.5,2,47.6706,-122.356,0,0,9,19.0,705000
13881,1990,4978,0,3,2.0,2,47.5323,-121.856,0,0,8,19.0,467000
13882,2110,7794,0,3,1.0,1,47.4005,-122.293,0,0,6,42.0,243500
13883,1830,1850,140,3,2.0,3,47.5307,-122.074,0,0,10,12.0,593000
13884,940,7980,0,3,1.0,1,47.5107,-122.345,0,0,6,62.0,223000
13885,2980,10179,0,4,2.0,1,47.3895,-122.033,0,2,9,20.0,574000
13886,2260,11305,1130,3,1.0,1,47.4544,-122.204,0,0,7,37.0,400000
13887,3470,70131,1720,4,1.0,4,47.6339,-122.18,0,0,8,61.0,772000
13888,1510,10450,0,3,1.0,3,47.684,-122.113,0,0,7,59.0,593777
13889,2710,5722,670,4,2.0,1,47.5591,-122.302,0,0,8,26.0,539500
13890,2080,2625,0,3,2.0,3,47.5469,-121.997,0,0,8,17.0,550000
13891,1860,10856,600,2,1.0,1,47.4989,-122.265,0,0,8,71.0,265000
13892,2120,9350,840,3,1.0,2,47.7562,-122.145,0,0,7,44.0,428000
13893,1110,8375,0,3,1.0,3,47.6978,-122.297,0,0,7,72.0,505000
13894,5190,12637,0,5,2.0,2,47.5424,-121.872,0,2,11,22.0,925000
13895,1520,15344,0,3,1.0,1,47.3308,-122.365,0,0,8,55.0,230000
13896,2650,9990,0,4,2.0,3,47.5605,-122.016,0,0,10,33.0,695000
13897,3350,7857,0,4,2.0,2,47.5398,-121.859,0,2,9,19.0,700000
13898,1770,2800,0,3,1.5,2,47.6631,-122.357,0,0,7,109.0,712500
13899,2200,4692,0,3,2.0,2,47.7761,-122.169,0,0,8,18.0,480000
13900,2000,8424,700,3,1.0,2,47.7089,-122.201,0,0,7,55.0,470000
13901,1730,15003,580,3,1.0,2,47.6923,-121.92,0,0,7,43.0,335000
13902,1300,7907,400,3,1.0,1,47.3737,-122.224,0,0,7,53.0,270000
13903,2950,67475,420,5,1.0,2,47.7233,-122.117,0,0,8,19.0,810000
13904,1720,954,260,3,3.0,4,47.648,-122.358,0,0,8,17.0,589000
13905,880,4558,0,2,1.0,3,47.6803,-122.287,0,0,7,72.0,415000
13906,1790,13200,570,4,1.0,1,47.4672,-122.185,0,0,7,44.0,197000
13907,1380,7600,590,3,1.0,1,47.3489,-122.306,0,0,7,52.0,235500
13908,1530,1840,290,3,2.0,2,47.587,-122.301,0,0,8,15.0,460000
13909,2330,4947,950,5,1.0,2,47.5352,-122.392,0,0,8,68.0,572500
13910,1540,9629,0,5,1.0,2,47.4915,-122.143,0,0,7,63.0,302000
13911,3210,8630,680,3,2.0,4,47.6939,-122.189,0,0,10,33.0,870000
13912,1130,5758,170,3,1.0,3,47.6413,-122.401,0,0,7,84.0,485000
13913,1460,7526,0,3,1.0,1,47.3463,-122.304,0,0,7,55.0,240000
13914,1410,7215,0,3,1.0,2,47.7343,-122.193,0,0,7,56.0,383000
13915,1750,5080,0,4,1.5,3,47.6143,-122.305,0,0,8,120.0,750000
13916,1370,5125,0,2,1.0,2,47.6926,-122.346,0,0,6,79.0,409950
13917,1780,23819,0,3,1.0,1,47.4912,-122.312,0,0,7,70.0,246000
13918,1890,4500,400,4,2.0,3,47.6751,-122.289,0,0,7,86.0,860000
13919,1630,12295,0,3,2.0,1,47.4279,-122.161,0,0,7,38.0,339950
13920,2320,8100,1160,5,1.0,2,47.4631,-122.341,0,0,7,67.0,315000
13921,2580,4636,0,3,2.0,3,47.6201,-122.025,0,0,9,17.0,698000
13922,1470,2034,0,2,2.0,3,47.6213,-122.153,0,0,8,38.0,419000
13923,2298,10140,0,3,1.0,3,47.6909,-122.083,0,0,7,54.0,372000
13924,1960,4709,0,3,2.0,2,47.5322,-121.871,0,0,7,20.0,425000
13925,2950,8036,1000,3,1.5,2,47.7239,-122.313,0,0,8,60.0,386500
13926,670,7312,0,2,1.0,2,47.7145,-122.285,0,0,5,81.0,348000
13927,3020,15305,790,5,2.0,5,47.5627,-122.216,0,0,10,45.0,754000
13928,2390,7309,0,4,2.0,1,47.294,-122.218,0,0,7,42.0,269950
13929,3090,20785,0,3,2.0,3,47.5602,-122.03,0,0,10,32.0,891500
13930,1780,5000,890,4,1.0,1,47.5329,-122.292,0,0,7,120.0,349950
13931,1420,81892,240,2,1.0,1,47.4342,-122.195,0,0,7,67.0,360000
13932,2420,15482,0,4,2.0,5,47.5907,-122.196,0,0,8,26.0,975000
13933,1480,3844,0,4,1.5,1,47.7042,-122.352,0,0,7,95.0,449250
13934,2190,3850,0,4,2.0,2,47.4854,-122.16,0,0,7,17.0,350000
13935,1820,6137,130,4,1.5,2,47.6681,-122.36,0,3,7,112.0,790000
13936,1810,24586,880,3,1.0,5,47.5314,-122.222,0,4,9,40.0,990000
13937,2550,4089,0,3,2.0,5,47.6272,-122.297,0,0,9,40.0,834000
13938,1360,3880,300,3,1.0,2,47.6837,-122.391,0,0,7,60.0,466950
13939,2259,26831,768,3,1.5,1,47.2741,-122.266,0,3,7,115.0,262500
13940,3880,14550,0,4,2.0,3,47.6378,-122.04,0,0,10,36.0,762300
13941,2730,5000,950,6,1.0,2,47.6751,-122.38,0,0,8,61.0,733000
13942,2800,17279,1240,4,1.0,2,47.7596,-122.269,0,2,7,66.0,439000
13943,4290,7019,700,5,2.5,5,47.6439,-122.302,0,0,10,96.0,1160000
13944,1770,3993,0,3,2.0,3,47.6027,-122.02,0,0,8,24.0,420000
13945,1920,10961,0,3,2.0,3,47.6432,-122.057,0,0,8,42.0,549000
13946,2320,4000,810,4,1.5,3,47.6048,-122.298,0,0,8,118.0,518000
13947,2961,12146,0,4,2.0,3,47.5839,-122.052,0,0,9,25.0,695000
13948,1680,7385,0,3,2.0,3,47.6194,-122.041,0,0,8,35.0,485000
13949,1590,27200,0,3,1.5,1,47.4238,-122.052,0,0,6,97.0,280000
13950,1420,16400,0,2,1.5,1,47.3221,-122.344,0,0,6,80.0,306500
13951,1370,9460,0,2,1.0,5,47.6238,-122.191,0,0,6,73.0,720000
13952,2620,4558,0,3,2.0,1,47.1944,-121.974,0,3,7,13.0,277500
13953,1810,17006,0,3,2.0,2,47.4663,-122.369,1,4,8,36.0,649000
13954,4730,47870,1790,4,1.0,4,47.6967,-122.216,1,4,10,69.0,3400000
13955,700,6000,0,2,1.0,2,47.7515,-122.316,0,0,6,74.0,267800
13956,2390,6979,0,4,2.0,3,47.5703,-121.996,0,0,8,30.0,625000
13957,2070,8127,480,4,1.5,2,47.7316,-122.289,0,0,9,20.0,600000
13958,1780,8149,0,4,1.5,2,47.745,-122.302,0,0,7,75.0,395000
13959,1900,21780,0,4,1.5,1,47.3776,-122.314,0,0,7,36.0,212000
13960,1040,4040,100,2,1.0,2,47.6829,-122.393,0,0,7,95.0,425000
13961,2370,5000,600,4,1.5,2,47.6779,-122.357,0,2,8,104.0,870000
13962,1970,3667,0,3,2.0,2,47.5321,-121.851,0,0,7,19.0,420000
13963,2120,9921,0,4,2.0,3,47.5593,-122.082,0,0,8,42.0,800000
13964,1960,9535,0,3,2.0,2,47.7371,-122.215,0,0,8,34.0,575000
13965,2660,4000,490,3,2.0,3,47.6186,-122.288,0,0,9,20.0,915000
13966,1180,14258,0,3,2.0,2,47.7112,-122.238,0,0,7,36.0,400000
13967,2390,6550,950,3,1.0,3,47.5714,-122.408,0,2,8,68.0,750000
13968,1250,7592,0,3,1.0,1,47.3604,-122.111,0,0,7,62.0,235000
13969,2600,13674,1300,5,1.0,2,47.7176,-122.302,0,0,8,56.0,599950
13970,940,3800,0,2,1.0,3,47.6798,-122.292,0,0,7,94.0,481203
13971,3880,13000,0,5,2.0,5,47.5467,-122.234,0,0,10,20.0,1820000
13972,1530,2913,0,3,2.0,4,47.6939,-122.184,0,0,7,37.0,379000
13973,2430,5000,670,3,2.0,2,47.6785,-122.372,0,0,7,78.0,626000
13974,1030,4841,110,2,1.0,2,47.686,-122.341,0,0,7,84.0,535000
13975,2740,16007,0,4,2.0,6,47.6353,-122.229,0,0,9,39.0,1230000
13976,1180,1034,60,2,2.0,3,47.678,-122.322,0,0,7,22.0,410000
13977,3090,9238,1410,4,1.0,4,47.5654,-122.163,0,3,8,56.0,940000
13978,1060,9663,0,3,1.0,2,47.7244,-122.226,0,0,7,56.0,326250
13979,790,5985,0,2,1.0,1,47.4941,-122.24,0,0,6,79.0,200000
13980,3070,8250,970,4,1.0,4,47.5935,-122.172,0,0,8,65.0,880000
13981,2100,58488,0,2,2.0,2,47.72,-121.402,0,0,9,18.0,370000
13982,1100,1737,0,2,2.0,1,47.4499,-122.189,0,0,8,17.0,190000
13983,1070,4200,0,2,1.0,1,47.3336,-122.215,0,0,6,40.0,160000
13984,2190,12825,670,4,1.0,2,47.7107,-122.229,0,0,9,34.0,625000
13985,3450,6873,700,4,2.0,1,47.459,-122.118,0,0,10,19.0,590000
13986,2070,3599,0,3,2.0,4,47.6679,-122.165,0,0,8,24.0,575000
13987,1190,5200,0,2,1.0,2,47.6939,-122.348,0,0,7,111.0,470000
13988,600,1500,0,2,1.0,3,47.5289,-122.033,0,0,4,123.0,130000
13989,940,8400,0,3,1.0,2,47.5108,-122.165,0,0,7,65.0,229000
13990,1280,12928,0,3,1.5,1,47.3215,-122.399,0,0,6,81.0,279900
13991,1370,7500,0,3,1.0,2,47.6499,-121.915,0,0,7,63.0,307000
13992,2450,15001,470,3,1.0,2,47.6957,-121.913,0,0,7,34.0,399950
13993,1970,15743,600,4,1.0,2,47.7673,-122.202,0,0,7,61.0,405000
13994,2910,9000,780,4,1.0,4,47.544,-122.176,0,0,8,57.0,539950
13995,760,5240,0,2,1.0,1,47.388,-122.234,0,0,6,74.0,129000
13996,1270,8422,0,3,1.0,2,47.7601,-122.197,0,0,7,56.0,340000
13997,1570,4875,260,3,1.0,1,47.3621,-122.094,0,0,7,46.0,214950
13998,2310,5650,980,4,1.0,2,47.513,-122.252,0,2,8,11.0,450000
13999,1900,5000,950,3,1.0,1,47.5677,-122.363,0,0,7,98.0,515000
14000,3780,5160,1270,4,2.0,5,47.6275,-122.308,0,0,9,116.0,1400000
14001,1060,9946,0,3,1.0,1,47.4432,-122.282,0,0,7,67.0,230000
14002,1880,10032,0,3,1.0,4,47.5527,-122.16,0,0,8,39.0,681000
14003,1160,8636,0,3,1.0,1,47.5097,-122.357,0,0,6,100.0,255000
14004,860,4013,0,2,1.0,2,47.6652,-122.338,0,0,7,98.0,580000
14005,1590,8000,680,2,1.0,1,47.459,-122.205,0,0,7,39.0,295000
14006,1170,6543,0,2,1.0,2,47.537,-122.385,0,0,7,110.0,286000
14007,1190,8100,360,3,1.0,2,47.7146,-122.311,0,0,7,76.0,425000
14008,1300,11400,0,2,1.0,1,47.3459,-122.299,0,0,7,62.0,170000
14009,1660,8281,0,3,1.0,2,47.5568,-122.382,0,0,7,74.0,380000
14010,1160,6120,0,3,1.0,3,47.6853,-122.293,0,0,7,76.0,506000
14011,1950,9618,0,3,2.0,1,47.4068,-122.18,0,0,7,31.0,315000
14012,2470,3811,0,4,2.0,2,47.5362,-121.877,0,0,8,24.0,449950
14013,1430,12420,0,3,1.0,2,47.5116,-122.191,0,0,7,59.0,255000
14014,1970,9607,880,3,2.0,1,47.3462,-122.286,0,0,7,35.0,289000
14015,1400,10018,0,3,1.0,3,47.5327,-122.032,0,0,7,61.0,389000
14016,1510,344124,0,3,1.0,1,47.2156,-122.029,0,2,7,59.0,327000
14017,5350,14400,330,7,2.5,5,47.6295,-122.285,0,0,10,113.0,2890000
14018,920,6612,0,3,1.0,2,47.548,-122.284,0,0,6,75.0,210000
14020,2490,4751,0,4,2.0,2,47.4813,-122.188,0,0,7,22.0,360000
14021,3030,16000,0,4,2.0,3,47.7125,-122.081,0,0,11,33.0,875000
14022,1650,7200,0,4,1.0,3,47.6384,-122.116,0,0,8,56.0,550000
14023,1210,12500,0,3,1.0,1,47.503,-122.351,0,0,7,61.0,257500
14024,2990,7389,900,4,1.5,2,47.5711,-122.284,0,0,8,100.0,1080000
14025,1060,5144,0,2,1.0,1,47.3613,-122.088,0,0,6,54.0,202950
14026,2680,6120,1340,4,1.0,2,47.6965,-122.393,0,0,8,64.0,622000
14027,1790,45738,380,4,1.0,2,47.7453,-122.129,0,0,8,47.0,455000
14028,2690,17461,0,3,2.0,3,47.654,-122.088,0,3,10,26.0,805000
14029,770,9497,0,2,1.0,1,47.7407,-122.351,0,0,6,73.0,257000
14030,2700,16570,950,5,1.0,4,47.6144,-122.167,0,0,8,56.0,744500
14031,2620,9157,0,4,2.0,4,47.6916,-122.203,0,0,8,27.0,885000
14032,930,747,300,2,2.0,2,47.5844,-122.316,0,0,8,16.0,355000
14033,1340,7000,0,3,1.0,1,47.3742,-122.149,0,0,7,45.0,240000
14034,1470,18459,0,3,2.0,1,47.3302,-122.36,0,0,6,107.0,169000
14035,2330,4160,0,3,2.0,3,47.6367,-122.109,0,0,8,31.0,639900
14036,1730,11325,0,3,1.0,1,47.3921,-122.182,0,0,7,51.0,292000
14037,2780,7838,0,4,2.0,2,47.5312,-121.861,0,3,9,19.0,563500
14038,1200,7131,0,2,1.0,3,47.7199,-122.022,0,0,8,17.0,389000
14039,4430,21000,0,4,2.0,6,47.6398,-122.237,0,0,10,16.0,2750000
14040,1820,4418,0,3,2.0,4,47.6947,-122.19,0,0,8,29.0,661000
14041,1300,4659,0,2,1.0,3,47.7132,-122.033,0,0,8,18.0,344000
14042,680,6600,200,1,1.0,3,47.6567,-122.392,0,0,5,107.0,510000
14043,780,4132,0,2,1.0,2,47.5324,-122.387,0,0,7,81.0,289000
14044,2430,7614,530,3,1.5,2,47.5065,-122.191,0,0,8,44.0,365000
14045,1750,32500,0,3,1.0,3,47.5316,-121.959,0,0,7,57.0,410000
14046,1610,5100,600,3,1.5,2,47.6765,-122.386,0,0,7,122.0,535610
14047,2120,7620,0,4,2.0,2,47.457,-122.346,0,0,8,21.0,397950
14048,1430,4850,500,3,1.0,1,47.5472,-122.303,0,0,7,45.0,284000
14049,1360,8100,0,4,1.5,1,47.4931,-122.305,0,0,7,61.0,201000
14050,2530,5000,840,4,1.5,2,47.6806,-122.36,0,0,7,98.0,734000
14051,3270,9146,0,5,2.0,1,47.3342,-122.169,0,0,7,21.0,357500
14052,2620,8050,1100,5,1.0,3,47.6919,-122.115,0,0,8,48.0,550120
14053,1810,8232,0,3,1.0,1,47.3195,-122.273,0,0,8,35.0,300000
14054,2120,9653,0,3,2.0,1,47.3843,-122.213,0,0,8,31.0,374950
14055,2190,41000,0,4,2.0,3,47.5755,-122.033,0,0,8,43.0,602500
14056,980,7606,0,3,1.0,1,47.4356,-122.29,0,0,7,69.0,221000
14057,2230,4400,500,5,2.0,4,47.6404,-122.325,0,0,7,110.0,920000
14058,1540,9279,0,4,1.0,2,47.5163,-122.268,0,0,7,68.0,235000
14059,980,7296,0,3,1.0,2,47.7292,-122.231,0,0,7,56.0,375000
14060,2120,3640,0,4,2.0,3,47.5521,-121.996,0,0,8,18.0,599000
14061,2090,12112,0,3,2.0,3,47.7015,-122.13,0,0,8,40.0,562100
14062,1620,1377,520,3,2.0,5,47.6195,-122.299,0,0,8,14.0,640000
14063,1650,11256,400,3,1.0,1,47.4707,-122.26,0,0,7,66.0,294000
14064,3230,7766,0,4,2.0,3,47.7069,-122.131,0,0,9,18.0,714000
14065,2790,5420,1660,4,1.0,3,47.7698,-122.386,0,3,9,10.0,970000
14066,1600,7916,0,4,2.0,1,47.194,-121.981,0,0,7,32.0,280000
14067,1790,4358,0,4,2.0,1,47.3994,-122.204,0,0,7,30.0,260000
14068,2060,15050,0,3,1.5,1,47.3321,-122.373,0,0,7,85.0,294000
14069,1370,41194,0,4,1.5,1,47.2716,-122.144,0,2,5,123.0,255500
14071,1510,43560,0,3,1.0,3,47.7218,-122.079,0,0,7,69.0,450000
14072,1280,9898,0,3,1.0,2,47.7677,-122.163,0,0,7,55.0,368000
14073,2180,11056,810,4,1.0,5,47.6042,-122.193,0,0,8,60.0,830000
14074,1440,11210,310,2,1.0,1,47.498,-122.35,0,0,6,88.0,282500
14075,1580,16215,0,3,1.0,2,47.5643,-121.897,0,0,7,45.0,335000
14076,1580,5750,790,2,1.0,3,47.5668,-122.384,0,0,6,113.0,558000
14077,1730,8505,0,4,1.5,1,47.4905,-122.347,0,0,7,62.0,270000
14078,700,13500,0,2,1.0,1,47.3882,-122.208,0,0,4,103.0,152000
14079,2030,18295,0,4,1.5,2,47.7326,-122.179,0,0,7,48.0,493000
14080,2500,10330,0,4,2.0,4,47.5595,-122.114,0,0,10,31.0,740000
14081,2605,2216,515,3,2.0,4,47.6536,-122.203,0,2,9,44.0,789800
14082,910,4191,0,2,1.0,2,47.6929,-122.36,0,0,6,113.0,275000
14083,3560,6480,0,6,2.5,5,47.627,-122.304,0,0,11,109.0,1500000
14084,1140,3395,520,3,1.0,2,47.6712,-122.393,0,0,7,98.0,424000
14085,1000,3513,0,2,1.0,3,47.5935,-122.39,0,4,5,109.0,715000
14086,3010,7953,0,4,2.0,2,47.522,-122.19,0,0,9,23.0,600000
14087,2110,8700,350,2,1.0,1,47.4912,-122.365,0,4,9,63.0,802000
14088,910,8700,0,3,1.0,1,47.449,-122.29,0,0,6,80.0,165000
14089,2050,5000,680,4,2.0,5,47.6235,-122.298,0,0,8,36.0,750000
14090,1090,10481,310,2,1.0,3,47.632,-122.03,0,0,7,42.0,405000
14091,2100,12338,0,3,2.0,2,47.7412,-122.168,0,0,9,26.0,521900
14092,1000,8018,0,3,1.0,2,47.7285,-122.198,0,0,7,54.0,275000
14093,4410,58157,2080,5,2.0,1,47.4395,-122.111,0,0,9,22.0,600000
14094,1800,10200,0,3,1.0,1,47.4496,-122.146,0,0,8,56.0,442500
14095,920,7716,0,2,1.0,1,47.5028,-122.243,0,0,6,79.0,229950
14096,1410,7265,0,3,1.0,1,47.3654,-122.076,0,0,7,40.0,274950
14097,1860,48076,0,3,1.5,2,47.5051,-122.461,0,0,8,94.0,407185
14098,2100,8400,860,4,1.0,2,47.735,-122.17,0,0,7,47.0,468000
14099,1030,4365,0,2,1.0,2,47.6875,-122.387,0,0,7,81.0,450000
14100,940,8997,0,2,1.0,1,47.2005,-121.999,0,0,7,68.0,219950
14101,1340,5995,0,2,2.0,2,47.7366,-122.233,0,0,7,34.0,275000
14102,850,6000,0,2,1.0,1,47.4972,-122.224,0,0,6,99.0,229950
14103,2130,4400,700,3,1.0,4,47.6417,-122.325,0,0,7,101.0,675000
14104,2430,6796,0,4,2.0,1,47.4499,-122.127,0,0,8,30.0,412950
14105,2290,39000,0,5,2.0,3,47.7012,-122.12,0,0,8,44.0,670000
14106,1230,10005,0,3,1.0,3,47.621,-122.114,0,0,7,60.0,420000
14107,1150,27319,0,3,1.0,2,47.3933,-122.454,0,0,6,47.0,358000
14108,2120,3600,0,3,2.0,3,47.6649,-122.082,0,0,9,18.0,680000
14109,980,3400,0,2,1.0,4,47.6688,-122.323,0,0,7,100.0,380000
14110,2130,219978,0,3,2.0,3,47.7754,-122.032,0,0,8,37.0,515000
14111,1050,4800,0,2,1.0,1,47.5128,-122.388,0,0,7,54.0,325000
14112,1820,6848,0,3,1.0,5,47.6287,-122.207,0,0,7,70.0,875000
14113,2210,5750,500,3,2.0,1,47.5525,-122.366,0,0,7,23.0,426000
14114,2490,9639,880,5,1.0,5,47.551,-122.22,0,0,8,64.0,868500
14115,4140,24190,0,4,2.0,1,47.3062,-122.15,0,0,11,21.0,657500
14116,1210,3090,350,2,1.0,2,47.5532,-122.277,0,0,6,97.0,366000
14117,1010,4000,0,2,1.0,2,47.5536,-122.267,0,0,6,112.0,385000
14118,2050,8750,750,4,1.0,1,47.4324,-122.171,0,0,7,56.0,300000
14119,2060,3300,560,3,2.0,4,47.6498,-122.32,0,0,9,105.0,810000
14120,1560,7200,700,4,1.0,3,47.7001,-122.279,0,0,6,80.0,460000
14121,1780,4000,0,3,2.0,3,47.5677,-122.003,0,0,8,28.0,459000
14122,1460,10000,0,3,1.0,1,47.342,-122.195,0,0,8,56.0,260000
14123,3030,6813,0,4,2.0,3,47.6296,-122.029,0,0,9,36.0,557865
14124,980,3000,0,4,1.5,2,47.5892,-122.312,0,0,7,109.0,295000
14125,1450,7245,0,4,1.0,1,47.7643,-122.343,0,0,7,40.0,375000
14126,3230,17833,0,3,2.0,4,47.5683,-122.188,0,0,9,50.0,2110000
14127,1520,1020,0,2,3.0,1,47.7292,-122.343,0,0,7,24.0,307300
14128,1410,7000,0,4,1.5,1,47.3767,-122.287,0,0,7,60.0,225000
14129,1390,13200,0,3,2.0,2,47.4429,-121.771,0,0,7,44.0,290000
14130,2230,5000,720,4,1.5,2,47.5772,-122.292,0,0,7,101.0,690000
14131,2110,12653,0,4,2.0,5,47.536,-122.225,0,0,8,51.0,825000
14132,2270,11472,900,3,1.0,3,47.7057,-122.374,0,0,7,67.0,645000
14133,2530,10611,1210,4,1.0,4,47.5698,-122.132,0,0,8,46.0,590000
14134,1900,5470,720,5,1.0,4,47.6666,-122.303,0,0,7,58.0,667000
14135,2390,8432,0,4,2.0,3,47.6027,-122.024,0,0,9,25.0,664000
14136,3160,6540,1580,4,1.0,1,47.5037,-122.24,0,3,8,64.0,452100
14137,900,2728,0,2,2.0,2,47.5877,-122.298,0,0,7,25.0,290000
14138,3610,17483,0,3,2.0,1,47.4852,-122.357,0,2,8,69.0,950000
14139,2070,4200,400,3,1.5,2,47.6624,-122.333,0,0,7,117.0,662500
14140,1850,5444,0,4,2.0,2,47.7227,-122.16,0,0,7,42.0,475000
14141,1440,9711,300,3,1.0,2,47.7394,-122.252,0,0,7,67.0,450000
14142,2590,15229,0,3,2.0,1,47.3948,-122.325,0,3,8,39.0,538250
14143,1140,5250,0,2,1.5,1,47.731,-122.341,0,0,6,74.0,329950
14144,2760,5040,0,4,2.0,2,47.6756,-122.401,0,2,9,18.0,1100000
14145,1310,4800,200,5,1.5,1,47.5545,-122.365,0,0,6,94.0,307000
14146,1870,7189,600,3,1.0,2,47.5412,-122.27,0,0,7,64.0,433000
14147,1900,18000,620,3,1.0,1,47.3251,-122.354,0,0,7,55.0,212000
14148,2860,6000,480,5,2.5,2,47.5906,-122.316,0,0,8,121.0,750000
14149,1640,5650,0,3,1.0,1,47.3736,-122.13,0,0,7,20.0,279000
14150,1140,5500,0,3,1.5,3,47.6606,-122.395,0,0,6,115.0,476000
14151,2590,9394,1200,5,1.0,1,47.3941,-122.307,0,0,7,60.0,368000
14152,2160,5200,840,4,1.0,1,47.3627,-122.091,0,0,7,45.0,228950
14153,3260,58806,0,5,2.0,1,47.3703,-122.159,0,0,8,54.0,568450
14154,1660,3800,0,4,1.5,3,47.6883,-122.314,0,0,7,97.0,619000
14155,1640,6044,0,3,2.0,1,47.2844,-122.205,0,0,7,27.0,275000
14156,2620,5457,0,4,2.0,1,47.3148,-122.27,0,0,8,20.0,321500
14157,950,6000,160,3,1.0,1,47.5271,-122.316,0,0,6,84.0,230000
14158,900,8100,0,3,1.0,1,47.2866,-122.221,0,0,6,64.0,179500
14159,1650,7313,430,3,1.0,2,47.7375,-122.194,0,0,7,48.0,460000
14160,1800,3980,0,3,2.0,1,47.4006,-122.162,0,0,7,17.0,286000
14161,1480,4200,0,3,1.5,3,47.6147,-122.298,0,0,7,98.0,427500
14162,1040,6250,0,3,1.0,2,47.5526,-122.385,0,0,7,81.0,400000
14163,2300,5611,0,3,1.0,3,47.7122,-122.026,0,0,8,19.0,675000
14164,2480,8906,1240,3,1.0,2,47.5366,-122.289,0,0,7,54.0,350000
14165,1970,10358,430,4,1.0,2,47.7719,-122.255,0,0,8,46.0,385000
14166,1530,3503,700,2,1.0,4,47.6368,-122.371,0,1,7,107.0,525000
14167,970,18557,0,2,1.0,1,47.5116,-122.37,0,0,6,84.0,315000
14168,2920,252648,0,4,2.0,3,47.4784,-122.048,0,0,10,21.0,820000
14169,970,7700,0,3,1.0,1,47.3793,-122.304,0,0,7,64.0,205000
14170,680,5250,0,2,1.0,3,47.7013,-122.359,0,0,6,101.0,500000
14171,2640,6738,0,4,2.0,3,47.5787,-122.0,0,0,8,34.0,599000
14172,4200,30120,600,3,2.0,5,47.6379,-122.311,0,2,11,90.0,2230000
14173,1980,7521,800,1,1.0,1,47.4343,-122.192,0,0,7,44.0,299000
14174,2980,27144,800,3,1.5,2,47.4522,-122.378,1,2,8,106.0,947500
14175,1630,1677,0,3,3.0,1,47.7048,-122.353,0,0,8,16.0,385000
14176,1780,4520,890,2,1.0,3,47.5798,-122.404,0,0,7,98.0,639950
14177,1210,8400,430,2,1.0,3,47.6503,-122.393,0,0,8,23.0,824000
14178,1010,7245,0,3,1.0,1,47.3338,-122.306,0,0,7,54.0,199950
14179,2570,5000,1090,3,1.0,4,47.6578,-122.285,0,0,8,83.0,1010000
14180,2770,5320,330,4,2.0,2,47.5283,-122.385,0,1,9,10.0,950000
14181,2290,9158,0,3,2.0,4,47.5476,-122.14,0,0,8,39.0,822000
